"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"Autism",0.00108726404820509,0.000429364867579575,0.00190517747025765,0.00146133365171028,0.00247047130199823,0.000367252744454302,0.000154623527332709,0.0016142641532141,2.11007418801618e-05
"Paranoia",0.00152962355567725,0.000367554349258325,2.33458495433712e-05,0.00219924519439665,0.00098756487183838,4.69582142772695e-05,0.00263133708023546,0.000859441659725901,0.000218785004557298
"ICAR",0.000897074355321689,0.00020798785873856,0.00253656367208991,0.00239042726910063,0.000984710791233248,0.00040010969363568,0.000124864028789994,0.00135065830272092,0.000184631726711089
"Gullibility",0.00154376709597809,0.00145475909832768,0.00158450436380696,0.000703765643562615,0.000195300294145738,0.000964315123618399,0.000612887398124678,0.000661303143844535,0.00259104617594024
"Credulity",0.00157872138500374,0.00174403466193544,0.000828786004223044,0.000717364030158316,0.000139930609891931,0.000841997759017157,0.00101776718580976,0.000122373810712588,0.00273589442378622
"Mistrust",0.00121544062472511,0.00186072139702626,0.0004826436054917,0.000370927111731946,0.00129672580865402,0.000187178032441378,0.00289905237036535,0.000215279678334979,0.000722844916696294
"Trust",0.000344702660203932,0.0025729870322474,0.00122362555006322,0.000219066795457635,0.000958668677929426,0.00173163729142428,0.00134808771947676,0.00109534231946242,0.000883707769000561
"Social Intelligence",0.00172140418531279,0.000587546856444498,0.000679719217344939,0.000588865431944648,0.00192357242829836,0.000311086744128652,8.97954961139503e-05,0.00281927000694979,0.000359893259746852
"McA-SL",0.00151018578880101,0.000241659661347065,0.000875326312989129,0.00116950843213718,0.00083168574828724,0.0029921069208389,0.000599884799003216,0.00117627778707306,0.000372957303531126
"Autism",0.00112582212856957,0.000335416851299791,0.0018000436610539,0.00265135839886296,0.000534344204673691,0.00142378072985227,9.66087235554438e-05,0.00141789078432988,0.000133186757014668
"Paranoia",0.00148734486776328,0.00044732378025011,0.000411981226132247,0.000588361475817085,0.0027739363043149,0.000301354723783376,0.0019934454025214,0.00106535333774244,0.000421271083786279
"ICAR",0.000657290403059814,0.000146134683399032,0.00302039581040453,0.00199346972641297,8.69686855186939e-05,0.000970527193292943,0.00093073243755194,0.000679509521942744,0.000415233588254764
"Gullibility",0.00164137610591476,0.00143477144795428,0.00104395324177468,0.000983694613608216,0.000448750780871901,0.000716936747465765,0.000650081930659754,1.87542337050839e-05,0.00283751442395655
"Credulity",0.00156675722643556,0.00198754200903117,0.000452874429601052,0.000468851323052613,0.000104119116679449,0.000353546097020504,0.000635275756020609,0.00157268441992456,0.00248138762380972
"Mistrust",0.00114051357762874,0.0019966815355895,0.0011339905347178,3.82446261491546e-05,0.000384091343611101,0.00127179322875969,0.00275238370626866,0.000130578909927832,0.00025969856606162
"Trust",0.000604975039893678,0.00229139032235217,0.00172743363285224,0.0017272230252027,0.000511544239279911,0.000425206174290628,0.00129244460278459,0.00151062034496598,0.000146097843069316
"Social Intelligence",0.00174776825096324,0.00013368172324948,0.000409655634841001,0.000673376641645245,0.00185221448927393,0.000967644308674206,0.000157372626866953,0.00270525898485946,0.000771981318354172
"McA-SL",0.00141853833199423,0.000703023241672165,0.000315082230230574,0.00168718117670792,0.000195315013734221,0.0028798643521954,0.000476066882774817,0.00127641133934872,0.000600014967945367
"Autism",0.00126456320992422,5.87998248539773e-06,0.00102149559779062,0.00202549048827857,0.00184628928489984,0.00176892962498289,0.00138954031447287,0.000724021909249552,0.000511716901423769
"Paranoia",0.00144440112449199,0.000469466174702609,4.20265687880083e-05,0.000671722875170568,0.00291434111465494,0.000511624182210268,0.00169684946386627,0.00113740683919017,0.000558742509224521
"ICAR",0.000694004331684297,0.000258072681217433,0.00136637656679485,0.00326226500552039,0.00102712662301912,0.00120229631747281,0.000107536073861541,0.000201169085624991,0.000624387738002244
"Gullibility",0.00160656177261785,0.00121013696602588,0.00180924581989981,0.00012877901417871,2.43171695910571e-05,5.30150910598206e-05,7.63043627448035e-05,0.00232755231991808,0.00179940246764195
"Credulity",0.00153988716264319,0.00161022809983275,0.00141664098904148,2.95538750028742e-05,0.00019562039107245,0.000199730860293529,0.000839653544747119,0.0028675963189274,0.000147923601856739
"Mistrust",0.00122042285999929,0.00206167606498299,8.16046410690463e-06,0.000568512062198067,0.000631162752016018,0.000849018870844074,0.00293955133639434,0.000392164854669177,0.0001511042445169
"Trust",0.000386101849899215,0.00254859570987798,0.00143251769193558,0.000149584603748807,0.00157013210880395,0.000596876082170243,0.00164622741210623,0.00089797609403567,0.00097113393685695
"Social Intelligence",0.00189413781258434,0.00012705636399588,3.53008073827782e-05,0.000603806140534553,0.00152416938700075,0.000808692857218987,0.000472313992320965,0.000976265639958245,0.00280660276139406
"McA-SL",0.00141046375880886,0.000874666648562066,0.000931723253832926,0.00148478371941283,0.00119972666044182,0.0025921099692173,0.000271843197653458,0.000615765204168505,0.00124956618902235
"Autism",0.00108369095652188,0.000567376000707136,0.00238331566645539,0.00126475334614689,0.00145572164919412,0.00190815981157648,3.71151052927345e-05,0.000108946675991814,0.00120434940790213
"Paranoia",0.00147512915765583,0.000164874497502291,0.000501050380168621,0.000908747750381122,0.0024821178617338,0.00155582593875185,0.00190478661473586,0.000120985310563129,0.000703976907815237
"ICAR",0.000785894283434832,0.00121889996835695,0.00246945093916349,0.000711657771196598,0.00195995215220679,0.00141389335529718,0.000148724856432261,0.00102617287509292,0.000613475025223629
"Gullibility",0.00152684918209954,0.0020083920835561,0.000372632340696265,0.000444881884779209,0.000902525694702351,0.000698147173681438,0.000309307095129898,0.00120819228335627,0.00253790395458871
"Credulity",0.00147222928849957,0.00225891371763541,5.35361398265168e-05,0.0003400548288944,0.000147013765571359,0.00031175684929085,0.000977329899288161,0.000323175957601382,0.0027263390327469
"Mistrust",0.00141327910890377,0.00108057774922118,0.000579445267775689,0.00120347236664041,0.00116248483045322,0.00211533519009335,0.00213425804565638,0.000364378815968811,0.00073283562833191
"Trust",0.000798943835790356,0.00146237089171023,0.00260866605210974,0.000889510764955548,0.00121164948657233,0.000238135496191126,0.00135761463720306,0.00108453743653228,0.00104050478263409
"Social Intelligence",0.00164196895707375,0.000683143632928343,4.33799037436417e-05,0.00168224481114029,0.000105117753187498,0.0015326855575277,0.000563226335742114,0.00269702123551643,0.000232596409579106
"McA-SL",0.00134469192326142,0.000853099935048537,0.000537514428718211,0.00133714923846704,0.00257679722754027,0.00148945209136762,0.000881521769761112,0.00132350707480883,5.58510089687159e-06
"Autism",0.00110850309099665,0.000880569035862526,0.00150036459755396,0.00217498955581551,0.00129254483349215,0.00190064630296517,0.000611189013524126,0.00114144622664147,0.000233592728273212
"Paranoia",0.00158585499111102,0.000319232635837413,0.00027802551495233,0.00189523498330669,0.000425852773113007,0.000839585236855273,0.00265725513476841,0.00132110202267419,0.000146189201346317
"ICAR",0.000708934706035136,0.00137748062340086,0.0012410291946739,0.00280081938201082,0.000990294765984165,0.000205681023380783,0.000680716879061441,0.00154793299059528,0.000576849739816724
"Gullibility",0.00164941843261175,0.00167848627211095,0.000944872092489293,0.000517085163885655,0.000794689946349188,0.000383242501582624,0.00108342816970522,0.00135280654550352,0.00234938997535619
"Credulity",0.00193609143325687,0.00147860678070401,0.000531513522075353,8.18389820018617e-05,0.000434935799859434,0.000199361350071022,0.000811122071044648,0.000293601629003846,0.00296699050864853
"Mistrust",0.0010768653955775,0.0014161514139229,0.00124927929986158,0.000173484873803149,0.00208958446102557,0.00255303010008827,0.00013338381719462,0.000515321523674172,0.000276417971527309
"Trust",8.11970168245193e-05,0.0021491172331244,0.00200517612167532,0.000153292968751185,0.000468037276243295,0.00189162439854292,0.00186747755272146,0.000200497599717353,7.41531861353738e-05
"Social Intelligence",0.00175242176995013,0.00113300400767794,0.000877437415651329,7.35876014037227e-05,0.00106752308517142,0.000603469953354341,0.000399179421453669,0.0028868038208303,0.000934476469943182
"McA-SL",0.00125838006389842,0.000935160978554498,0.000430273255774932,0.00227504772211201,0.00155592130245043,0.000271611344996756,0.00208798146270337,0.00114974334931961,6.88198111171771e-05
"Autism",0.000899514584756936,0.00052145680531046,0.00258287770252924,0.00142427789812568,0.00108344109789756,0.00071683289013824,0.00174722115425154,0.00121386663018881,7.19971662323394e-05
"Paranoia",0.00154871540635224,0.000211238984679463,0.000277196456345846,0.000786076054782863,0.00220881227235756,0.00217326296081805,0.00162105913030256,0.000502834132801799,0.000616041250028183
"ICAR",0.000910152327401453,0.000293955178535721,0.0032852892578334,0.000468174659981393,0.000987264205924084,0.00119550818438877,0.000567170071121,0.000912721223777805,0.000717096730507264
"Gullibility",0.00151491484418985,0.00147074910772715,0.000714340244193304,0.00172842547589319,0.000624856107956128,0.000212988598653767,1.12070570502664e-05,0.00150297794301156,0.00231285880949718
"Credulity",0.00150245263866084,0.00177311890690815,0.000812434350904558,0.00113737178585059,0.000290354216549277,3.2706974179418e-05,0.000500390387663481,0.000806522690648039,0.0027674494663757
"Mistrust",0.00130325745955395,0.00182395597166867,0.000213276320331209,0.000538619284257184,0.00106743604219368,0.000274986393765632,0.00303432932229423,0.000465718611924684,4.64787967848224e-06
"Trust",0.000466095376976175,0.00256558210325812,0.00154529915126212,0.00110126444911344,0.00127258441304568,0.000167411805319731,0.00153541861674609,0.000894643109527948,0.000891300338980643
"Social Intelligence",0.00177406528874318,0.000714079187536699,0.000145482095349322,0.000690382723037434,0.00114701342169705,0.00102066370423945,0.000125626601828259,0.00283396130702588,0.00120019873410865
"McA-SL",0.00134581633179899,6.33030583961932e-05,0.000737606058733972,0.00121282043262407,0.00240265852756073,0.0020530689598298,0.00114492989974787,0.000888527626801763,0.000285602961094145
"Autism",0.00130740416512254,0.000399311885035306,0.000294901869496761,0.00280967357342335,0.0014958469574861,0.00129529433397157,0.000389722869799761,0.00141129380616044,0.00030171511608224
"Paranoia",0.00142679081136596,0.000155381778683069,0.000975147079713706,0.000393728164192451,0.00157025538007302,0.0027360643449742,0.00154421720420973,0.000653964877054282,0.000264884685131315
"ICAR",0.000535824416929915,0.000836627675382997,0.002192366615271,0.00294137247513754,0.000406745854934929,0.00092495187966178,0.000531911701250265,0.000500253161636092,2.53270587106653e-05
"Gullibility",0.00155663208475699,0.00131344012154168,0.00174980519722054,0.000910831767328661,0.000335595591045078,0.000346680046041674,0.00023630749065626,0.00156140390904086,0.00228772900730701
"Credulity",0.00160962605818101,0.00179408762339797,0.00050785426010368,0.000675281008970557,4.30122455358131e-05,0.000735581918329561,0.000866411832068364,0.000149973199876449,0.00285663104487514
"Mistrust",0.00120905250074591,0.0016276256926493,9.1189026900138e-05,0.000505398489427096,0.0024933659174903,0.000577080499493325,0.00221268275600207,7.46710127505382e-05,0.000416950048655657
"Trust",0.000282421187565888,0.00253504354770396,0.00175804412146,0.000877194977210638,0.000674191719535517,0.00118832042814729,0.00129810580764098,0.00108237517731451,0.000954121426273653
"Social Intelligence",0.00180944753827926,0.000567699219837611,1.34229075718612e-05,6.08251226161971e-05,0.00182458419961644,0.000876621042011953,0.000346523392020334,0.00274324263783598,0.000810374449236445
"McA-SL",0.00126037633664438,0.000951824304950858,2.94355140885612e-05,0.00176330075850694,0.00127611912785522,0.0026627524031295,0.000468084196064386,0.000880161687337768,0.000826358377932043
"Autism",0.00130424576869981,0.000207012564559789,0.00218376962666474,0.00136545440139952,0.000346846553211191,0.00188089657277013,0.0010157481367615,0.00166224018399785,0.000412203969817924
"Paranoia",0.00161047107831096,9.72701483777588e-05,6.97385733424767e-05,0.000245795380549331,0.00199268292030203,0.0011582668671067,0.00263791395414778,0.00102423320909658,0.000107849589905726
"ICAR",0.000208587133612764,0.0022483439975768,0.000435079137300057,0.00205662546777733,0.00107403983298472,0.00214518896300403,0.000113041156236314,0.00084109682674604,8.25777272019638e-05
"Gullibility",0.00170499132086122,0.00134855364600548,0.00147569451296656,0.000756017758245057,0.000109782028799357,0.000666233066159951,0.000129389552310576,0.00078798830046877,0.00272609330416931
"Credulity",0.00154114675016978,0.00187779923952618,0.000560952685080833,0.00111805313632184,0.00113487468955459,2.15090276714978e-05,0.000304484285227228,0.000584063854072708,0.00260993898685198
"Mistrust",0.00140513854164684,0.00102758057599849,4.34234792151755e-05,0.00154191524917366,0.00197700971611602,0.000361923511642787,0.00245988927703349,0.000527236887891215,0.000470834968235404
"Trust",0.000433882085494662,0.00192921365020066,0.00255385870390394,0.000119272502044444,0.000754682558538167,0.0016168804949314,0.000389190138851669,0.00131454405867718,0.000700083904315953
"Social Intelligence",0.00164783977671441,0.000709058131481625,5.6830762341036e-05,0.00146120139368204,0.00162039063292326,0.00040655604551311,0.000366698954645334,0.00277080050528858,0.000201901468931946
"McA-SL",0.00135586879902432,0.000138253122469969,0.000900608275884944,0.00144825265845998,0.00235302780962594,0.00157153019171214,0.000840603074402138,0.00140682861370582,0.000736035020402688
"Autism",0.0011511609953798,0.000281876954015222,0.00243643225053002,0.000835931973984491,7.32816835106483e-05,0.0023021080235607,0.000418824387702551,0.00144072822434421,0.000635772071989463
"Paranoia",0.00162258033558032,0.000470216145249015,0.000209181600937415,0.00162037955822891,0.000948976669506545,0.000523304595213301,0.00294257533830297,0.000769607145042371,0.000226481298367265
"ICAR",0.000378709681794333,0.001652823031474,0.00224129393196373,0.00182059529707759,0.00163347747048786,0.000306872146760418,0.000514639939114705,0.00132644880977146,7.02889898837971e-06
"Gullibility",0.00155386091656753,0.00167436464087678,0.00104782146575505,0.00104754206127402,0.00103127294416367,0.000296779246140994,0.000104815571267999,0.000691413695962427,0.00263554626175704
"Credulity",0.0017164316764776,0.00168115844848587,0.000455585376453209,0.000473826116237477,0.000431322079333129,0.000376510003412702,0.00112753103745823,0.000653718239923782,0.00278729744572972
"Mistrust",0.00121006283437866,0.00157512570280231,0.000809770602222678,0.000411366749994686,0.00211835758238429,0.000133909806051275,0.0024910257427905,0.000172380476310724,0.000699629161157514
"Trust",2.19090878554881e-05,0.00189285496704069,0.00250414615932452,0.000367618528563171,0.00101790836929984,0.00162143508008053,0.000911297401711555,0.00110553652584147,0.000541170550079873
"Social Intelligence",0.00166877044864889,0.00084889684003116,0.000263862152242807,0.00131479986628025,0.00177805646998458,0.000242662775496084,0.000613525365301151,0.00265828541858272,0.000181638782647404
"McA-SL",0.00152070302672983,0.000804411835325558,0.000324112635407908,0.000613157921254149,0.000153336623258924,0.00313897274491047,0.00127752613871668,0.000984232685939105,0.000286222358240326
"Autism",0.00126637648545821,0.000206466213009647,0.00156006396022091,0.00245866411676427,0.000881541629950556,0.00148109117846542,0.000481266728753337,0.00156641795395974,0.000467764797695683
"Paranoia",0.00152649387449727,0.000405131951683487,0.000369006016111194,0.00170573170701504,0.00161136583709792,0.000960906879999344,0.00227531468370152,0.00126267435512559,0.000410795723746999
"ICAR",0.000678403614253742,0.000833453617044003,0.00320449619951265,0.000201834190919311,0.00171547590009848,0.000642370696278642,0.000608385743281675,0.000887483115194064,0.000149443980974539
"Gullibility",0.00138617868143431,0.00227762018486262,6.46607855758798e-05,0.000491614048025151,0.000178229601532471,0.00070787406030606,0.000410014293540673,0.000376932409246608,0.00279321469441068
"Credulity",0.00126212436186419,0.00218958036395883,0.000802296489437385,0.000854675815311053,0.00095297400275092,0.000735691948515395,0.000207353243347713,0.00065583878695643,0.00251318673076254
"Mistrust",0.00157925632315715,0.000987313878365063,0.000116617112848662,0.000172408780168451,0.000207347941730741,0.00340623799805277,0.00019816523692767,2.54437342824596e-05,0.000895806407550299
"Trust",0.00109932857831012,0.000896273825659719,0.00185382114354304,0.00214699236620611,0.00149593132253541,0.00086089135128049,0.000596796000044103,0.00151279727023799,0.000564158990527647
"Social Intelligence",0.0018607658233259,0.000615997315123645,6.52292754625175e-05,0.000813585047011544,0.000201067675897559,0.00104167935023762,0.00109023546314626,0.00301720981379144,0.000272451586270188
"McA-SL",0.00139898890580053,3.58134413787623e-05,0.0011183065609032,0.00240076296609546,0.000125081203810953,0.000661988986065726,0.00220706310199279,0.00128501414039708,0.000225857151561312
"Autism",0.000711900833954649,0.0017637992272514,0.000600687839039541,0.00043154927882398,0.00309304167783889,0.000742437497841846,0.000402922221073118,0.00118410149334389,0.000390622460586611
"Paranoia",0.00154800621186616,0.000231777301861155,0.000131911892531595,0.00193287055999785,0.000461988274776746,0.000356232532939289,0.00296668797729515,0.000440517255253037,0.000678924819777009
"ICAR",0.000480083123829359,0.000231351521462278,0.00350747950195807,0.000384229905297527,0.000929004552809528,0.00128855446534682,0.000175701603453755,0.000803801422929314,0.000256050269839567
"Gullibility",0.00166069333583888,0.00141625037054402,0.000301103774420907,0.000547515692093876,0.00151668313117991,0.000679481711683575,0.000503165533324196,0.000313465790123457,0.00278072583038196
"Credulity",0.00158584997686102,0.00187039053162206,0.00017419542564197,0.000581952289212063,0.000690632599468988,0.000882872701815968,0.000107940215201304,0.00156396624893978,0.00242973815131037
"Mistrust",0.00131609296647085,0.00158536349777687,0.000342720222118027,0.000249357461918893,0.00105832093721784,0.00237654940579797,0.00212658630818963,0.000290262062622008,0.000447475042354184
"Trust",0.000414081431526005,0.00239442200527285,0.000396555594031641,0.00252836267750283,0.00102788870458613,0.000124755577359626,0.00136169779242007,0.000750713885001097,0.000235572287144007
"Social Intelligence",0.00183770247654118,8.52064496886825e-05,0.000143592905074949,0.000990660366679875,0.000179561525177777,0.0013456240424603,0.000939376883624494,0.00282412503248382,0.000955251302321295
"McA-SL",0.00129525724316919,0.00113177441451786,0.000643424713330313,0.00178502523036328,0.00158899921508376,0.00197315802191866,0.00101582978346137,0.00139933204060485,0.000181034582534791
"Autism",0.00121408588192872,0.000524158517150997,0.00167243163167763,0.00058967295758615,0.00272790186847167,0.0010254225627174,0.000582088276886485,0.00124809184158465,0.00084676532604681
"Paranoia",0.00143676278978451,0.000795487803629735,0.000264999391517256,0.0020600221540097,0.000429466630790596,0.000824238241159925,0.00265980192081205,0.000818708151278604,0.000616730352401391
"ICAR",0.000709389398206381,0.00135745618863857,0.00275629153791977,0.00128866759650321,0.00125924341973775,0.00146919951156807,0.000589580797317455,0.000456492148344731,0.000309903804983391
"Gullibility",0.00171036391720856,0.000494989873049115,0.00132558224510854,0.00127958462024367,0.000423838291394871,0.000475572060879244,7.14316413923142e-05,0.00116447159645283,0.0027691570823447
"Credulity",0.00153188630015162,0.00130570428255521,0.00124575966256721,0.00105408106736323,0.000221742556331141,0.00125470007212492,0.00039182875940451,0.00225763789227788,0.00155291854095689
"Mistrust",0.00111991927667169,0.0014717674701812,0.00183203917756567,0.000116996512101857,0.000305558805699985,0.0026109426949668,0.00139673730604433,0.000580395810315039,0.000107253235884026
"Trust",0.000402878993495054,0.0029710960786694,0.000281851459907764,0.000593856411569779,0.0016782492633056,0.000743512237764632,0.000559926666468328,0.0016482950493115,0.000422428036477642
"Social Intelligence",0.0017965120359498,0.000393197904971963,0.000652031931569572,0.000300236595957265,0.00117214602705313,0.00106807565267894,0.000136803768855055,0.00223067978370325,0.00214319686022948
"McA-SL",0.00145655937507432,0.000544343780550818,0.00028841648778337,0.000875218994697178,0.00217642800575486,0.00183966046907771,0.00191180806138829,0.000832998450823775,0.000512685369373226
"Autism",0.00105992045267908,0.000841632029944182,0.000272345151793413,0.00320983847156807,0.00141088076953913,0.000374505206981052,0.000593292318227724,0.000776732726171998,0.000839548132160957
"Paranoia",0.00152832050687478,0.000233802128578321,0.00103704491082143,0.000255627055667384,0.00178164554806896,7.60864221395521e-05,0.00303375149671121,0.000108736637273205,0.000270636013157053
"ICAR",0.000616222390910669,0.00161541005387684,0.00191965550208895,0.00229944156952599,0.00149062879011623,0.000584362278534685,0.00102816617886364,0.00060494933831847,0.000227307475945638
"Gullibility",0.0016104864546637,0.00139637659554385,0.00128878601496362,0.00117531571608593,0.000616773129394139,0.000201483690673752,0.000341665116137985,0.000813873349514061,0.0026858889974332
"Credulity",0.00161427802007469,0.001877595604209,0.000489101874761118,0.000606347349950814,0.00016958417462131,0.000533628206519757,0.000485832439438826,0.000823571292894148,0.00283443870625308
"Mistrust",0.00117012052816726,0.00167405525052739,0.000141325604378473,0.000373361446032291,0.00215562750857974,0.00194473819999183,0.00167266156905286,0.000631381765469303,0.00020930597530962
"Trust",0.000100712075462816,0.00209779424060284,0.00269240134015264,0.000310796511135904,0.00144066411191627,0.000241349155334353,0.000657890091576547,0.00109752990507468,0.000687272282932758
"Social Intelligence",0.00181827713652998,0.000454669124863408,0.000377093487778246,0.000701522984124232,0.00106512354394532,6.12051412118979e-05,0.000743219407844621,0.0031863488216225,9.68613001129424e-05
"McA-SL",0.00138899522565654,0.000277319478723331,3.64162763112734e-05,0.00057931228906432,0.00158479086422594,0.00328771888138835,0.000197031566167303,0.00054437734536073,3.2119118961025e-05
"Autism",0.00113783419728624,0.000106412779252202,0.00160709245094041,0.00268532503517565,0.00153058496600103,0.000411900688508856,0.000264361701561459,0.00146455327291336,0.000416097411300377
"Paranoia",0.00158470145546977,0.000645803425671962,0.00064765965178902,0.000829965852484707,0.000811094507559876,0.000714427194467255,0.00327084184349344,0.000309968017448266,2.42040946880306e-05
"ICAR",0.000435834328078018,0.000157289597937516,0.00332423833089254,0.00136727751581533,0.000586103076726094,0.000202464799806692,0.000826212461359185,0.00131766662638774,0.000248835193873914
"Gullibility",0.00173490574054004,0.0012319831543096,0.000490720368694021,0.000648892809519674,0.00187943703697922,8.06606143009431e-06,0.000270481382534849,0.000299300603917972,0.00266746350552753
"Credulity",0.00189703002267954,0.00114463459856361,0.000262201101018026,0.000193214557123553,0.00128786694487022,8.55572009592119e-05,0.000646558976997931,0.000673334965638055,0.00290648716793165
"Mistrust",0.000986888601213823,0.00211908442009048,5.57391734831353e-05,0.00204831559232661,0.000342547931191554,0.000615134665342796,0.00238919995059608,8.74121497940141e-05,0.000353809918692532
"Trust",0.000230722753770251,0.00270256967334975,0.000524009701106277,0.00132687674621925,0.0017618145492783,0.000690034147407889,0.00123015714559937,0.00119961757357771,0.000274207127421527
"Social Intelligence",0.00160870873446038,0.00103626646043345,0.00013995904964915,0.00180796226465119,0.000842970620642069,0.000502290120904856,0.000346610475854494,0.00281803640882174,0.000159778247671562
"McA-SL",0.00139541258217243,0.000467733363184185,0.000360723318079166,0.000335740561768872,0.0011906836871009,0.00310173345132288,0.00136127084800066,0.00083477560629254,5.30990507947997e-05
"Autism",0.00137123057848439,0.000126957434733231,0.00124679061022314,0.000294846389665433,0.00220597499477765,0.00212910300705228,0.000157056441624212,0.00170062058445654,0.000382105876426569
"Paranoia",0.00132621722823393,0.000210111019654664,0.00163033552557721,0.00206096485105183,0.000499615813403878,0.000831239883852977,0.00236785713323642,0.000862427238030029,1.80922607533971e-05
"ICAR",0.000573463742873804,0.000259617542841018,0.00325023916121179,0.00189458076836937,0.000133077211697324,0.000105831711085519,0.000394280765205263,0.00110857150673078,0.00019222167260206
"Gullibility",0.0017768995824098,0.00128199322340825,0.000252317399523704,0.000719083032183523,0.000142224346088657,0.00156807935383173,0.00113169868963771,0.000835696600037686,0.00248196402389611
"Credulity",0.00191313009583103,0.00129229425359472,3.94785276829329e-06,0.0007316027763321,0.000449577139733162,0.000694442884056422,0.00050172395518191,0.000241435053699135,0.00302328666429896
"Mistrust",0.0010516301839388,0.00191365910761539,0.000791860115755299,0.00139781918813274,0.000961063949325332,0.000627764511603279,0.00269169244386185,0.00028906244804135,6.74117386032409e-05
"Trust",2.21666462759207e-05,0.00270780777905009,5.21315113358345e-05,0.000957099289102133,0.000580826915457434,0.00235263681631619,0.00058418732908678,0.00114922936895019,0.000462888814625488
"Social Intelligence",0.00168131237911526,0.000694675372911779,0.000827486988484231,0.000251472066523623,0.00176262340710061,3.63534419218062e-05,0.000446555547365642,0.00292655799225959,0.000265189567689369
"McA-SL",0.00116407020335459,0.00104306576398163,0.000622773539709491,0.00232591849290313,0.000949794531175196,0.00237764136208523,0.000600521269374148,0.000819840621553603,0.000413712603640992
"Autism",0.00130499510966027,0.00010487605075647,0.00149169818625782,0.00112008386945604,0.00245787202386925,0.00109814622403028,0.000643424690722245,0.00177336828611915,1.8627891043234e-05
"Paranoia",0.00136469778755109,0.000207832799442506,0.00120198191547351,0.0013268685843805,0.00210923053592889,0.000508195286768641,0.00239824056227993,0.00047790048718228,0.000449446478888443
"ICAR",0.000694512415376442,0.000904243543374699,0.00353264501678845,0.000908064403342725,0.000229568349629566,0.00030744208245573,0.000445301175168607,0.00100625886201615,0.000194324596193548
"Gullibility",0.00165145941772693,0.00134717081165752,0.000126399656034797,0.00109139754800473,0.000836595271013924,0.0015296793775199,0.000311996228500432,0.000816262380784406,0.00253914366442857
"Credulity",0.00176121665362503,0.00148421903314197,6.80725561367953e-05,0.000195927610263387,0.00039891649738264,0.000981818234622371,0.000807976114740384,0.000357690060741925,0.00295775578099763
"Mistrust",0.00120865888652011,0.00187614086644398,0.000194754685059021,0.000845013529797619,0.000619221830241806,0.000796633563772272,0.00300663243707046,0.000230828255431355,0.000395070737052313
"Trust",0.000123977912277993,0.0025490698412947,0.0009223874695693,0.000639419041466571,0.00136350937007093,0.0020185521779115,0.00113854613383137,0.000753507572399896,0.000655320844404984
"Social Intelligence",0.00171683440126818,0.000865636846603237,0.000227295473162229,0.000158484173268067,0.00128311577901823,0.000894871946006486,0.000461475483062633,0.00308523925126411,0.000218012068484326
"McA-SL",0.00117921096119183,0.000563574338059466,0.00156592904458155,0.00227997158775392,0.00147755164306961,0.00179371833211605,0.00050444722433405,0.000971009763283279,0.000208638408304883
"Autism",0.00134244932125811,0.00024043147950279,0.00031620339095554,0.00265343884583496,0.00163026769645172,0.000392194113188343,0.00118146969941723,0.00164433544911095,0.000296650511751567
"Paranoia",0.00143944236990122,0.000148849563488212,8.54331247715758e-05,0.00074756460875897,0.00252157909924812,0.00192882811962877,0.00168882107697948,0.000637778203196095,4.56187762612316e-05
"ICAR",0.000875817010347976,0.000444286609956818,0.00184681852620902,0.00307572903818659,0.000548026780544958,0.000176251548509842,0.000245568913125731,0.00130458956523481,0.000266552437890316
"Gullibility",0.0016260222928594,0.00161858840387136,0.00114641679345902,0.000245380987667016,0.00094142246975701,2.36176188617624e-05,0.000157038896328507,0.000660568008546781,0.00283088226904343
"Credulity",0.00156338015534431,0.00181417971069492,0.00110821994952116,0.000178685401004949,0.000757243704000974,0.000333209718232487,0.000284915551839409,0.000660963093134326,0.00279320939286517
"Mistrust",0.00122752709622638,0.00170275619473102,0.000972837261548409,0.000161534074925675,0.000661850167054634,0.0025518729711373,0.00183041949401718,0.000565615918449797,2.88925385318155e-05
"Trust",0.000448126332494346,0.00251655505827698,0.00146719575521339,0.000355022715700866,0.00143735223208628,0.000740506682007259,0.00203545003507253,0.000645214265427973,0.000117213639294278
"Social Intelligence",0.00164678088407732,0.000525459057897567,0.00108309623345864,0.000289379023467017,0.00182428612904157,0.000148396743709437,0.000741570398841221,0.00280118906394843,9.24095534944913e-05
"McA-SL",0.00153659641624251,0.000618252935227852,0.00015220421026937,0.00086617955343861,0.00116732575068216,0.00273118287061637,0.00163372664462707,0.000988623209559547,0.00012146497625154
"Autism",0.000975072053882703,3.2973532979986e-06,0.00237621720100279,0.00222259042305349,0.000120538636297795,0.0011443921429595,0.00122724462026149,0.00124938355622432,0.000267685774696921
"Paranoia",0.00155351769822726,2.73890188146654e-05,0.000324177312498658,0.000722288563748886,0.00265155547172216,7.6995021428852e-05,0.0019013802063629,0.00151776337198388,5.92782274759798e-05
"ICAR",0.000676853364983843,0.000282752405866981,0.00305327034698793,0.00183577568667092,0.00122517247667335,0.000505642903201884,0.000822848737582802,0.000567490080897128,0.000116365955949335
"Gullibility",0.00167763166759344,0.00149087606093224,0.000928105189293244,0.000590055695812558,0.000501761610316506,0.00119104072510728,0.000424595352059081,0.000673328877336103,0.00272934055767626
